region,zone,dealer,source,type,model,grade,color,booking_date,invoice_date,delivery_date,payment_type, sales amount 
Region 2,Zone 04,10150,TestDrive,Car,CL500,HAC,WHITE,27/12/2021,31/3/2022,11/4/2022,Cash,"5,000,000.00"
Region 5,Zone 09,12138,e-Quotation,Passenger,SL-Class,BAC,WHITE,22/12/2021,31/1/2022,31/1/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14102,Chat,Passenger,SL-Class,BAA,GREY,29/12/2021,15/2/2022,17/2/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11124,Chat,Passenger,SL-Class,BAC,WHITE,20/12/2021,,,Cash,
Region 3,Zone 05,10137,TestDrive,Passenger,CS-Class,BAA,BLACK,16/12/2021,26/12/2021,28/12/2021,Installment,"3,000,000.00"
Region 2,Zone 04,14129,TestDrive,Passenger,S-Class,BAB,RED,28/12/2021,,,Installment,
Region 1,Zone 02,16145,TestDrive,Passenger,SL-Class,BAA,WHITE,21/1/2022,27/1/2022,27/1/2022,Cash,"4,100,000.00"
Region 6,Zone 13,13112,Chat,Passenger,SL-Class,BAC,GREY,24/5/2022,,,Cash,
Region 2,Zone 03,10120,TestDrive,Passenger,SE-Class,BAB,WHITE,21/12/2021,15/1/2022,17/1/2022,Cash,"2,500,000.00"
Region 4,Zone 08,16129,Chat,Car,CL500,HAB,WHITE,10/6/2022,,,Cash,
Region 6,Zone 11,14118,Website,Car,CLK Coupe,TAC,BLACK,15/12/2021,7/2/2022,7/2/2022,Installment,"5,500,000.00"
Region 4,Zone 08,16129,Chat,Car,CL500,HAB,WHITE,10/6/2022,,,Cash,
Region 4,Zone 08,16110,Chat,Passenger,SL-Class,BAB,WHITE,26/1/2022,31/3/2022,4/4/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10136,TestDrive,Passenger,SE-Class,BAB,WHITE,21/12/2021,15/1/2022,17/1/2022,Installment,"2,500,000.00"
Region 2,Zone 03,10106,TestDrive,Passenger,SL-Class,BAB,BLACK,7/5/2022,16/7/2022,16/7/2022,Installment,"4,100,000.00"
Region 2,Zone 03,20106,TestDrive,Car,CL500,HAB,GREY,15/12/2021,26/3/2022,29/4/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10136,TestDrive,Car,CL500,HAA,GREY,15/12/2021,28/12/2021,29/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10112,TestDrive,Passenger,SL-Class,BAC,BLACK,8/3/2022,19/3/2022,19/3/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10153,TestDrive,Passenger,E-Class,HAB,BLACK,19/12/2021,5/2/2022,17/2/2022,Installment,"4,500,000.00"
Region 4,Zone 07,11105,TestDrive,Car,CL500,HAB,WHITE,15/12/2021,2/8/2022,2/8/2022,Installment,"5,000,000.00"
Region 2,Zone 03,20107,TestDrive,Passenger,SL-Class,BAA,WHITE,8/2/2022,25/4/2022,27/4/2022,Cash,"4,100,000.00"
Region 2,Zone 03,20107,TestDrive,Passenger,SL-Class,BAC,GREY,31/10/2022,31/10/2022,,Cash,"4,100,000.00"
Region 4,Zone 08,16139,TestDrive,Car,CL500,HAC,RED-BLACK,4/4/2022,19/5/2022,25/5/2022,Installment,"5,000,000.00"
Region 2,Zone 03,20107,TestDrive,Passenger,SL-Class,BAA,WHITE,31/10/2022,31/10/2022,,Installment,"4,100,000.00"
Region 4,Zone 07,11115,TestDrive,Passenger,SL-Class,BAC,WHITE,15/12/2021,16/1/2022,16/1/2022,Cash,"4,100,000.00"
Region 2,Zone 03,20106,TestDrive,Car,CLK Coupe,TAC,WHITE,21/1/2022,31/1/2022,5/2/2022,Cash,"5,500,000.00"
Region 5,Zone 09,12107,TestDrive,Car,CL500,HAB,WHITE,12/4/2022,16/6/2022,16/6/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10128,Chat,Car,CL500,HAC,GREY,11/10/2022,,,Installment,
Region 4,Zone 08,16122,Line,Passenger,SL-Class,BAD,WHITE,19/3/2022,21/3/2022,21/3/2022,Installment,"4,100,000.00"
Region 3,Zone 05,14112,Chat,Passenger,SL-Class,BAB,GREY,21/12/2021,29/12/2021,29/12/2021,Installment,"4,100,000.00"
Region 5,Zone 09,12125,TestDrive,Passenger,SL-Class,BAC,WHITE,15/12/2021,10/1/2022,12/1/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11123,TestDrive,Car,CL500,HAC,WHITE,16/12/2021,,,Installment,
Region 5,Zone 09,12125,TestDrive,Passenger,SL-Class,BAC,GREY,15/12/2021,3/1/2022,4/1/2022,Installment,"4,100,000.00"
Region 6,Zone 12,13141,TestDrive,Car,CL500,HAB,GREY,29/3/2022,21/6/2022,22/6/2022,Installment,"5,000,000.00"
Region 6,Zone 13,13130,TestDrive,Car,CL500,HAC,WHITE,12/1/2022,8/4/2022,8/4/2022,Installment,"5,000,000.00"
Region 2,Zone 04,14111,TestDrive,Car,CL500,HAA,WHITE,25/12/2021,27/12/2021,27/12/2021,Installment,"5,000,000.00"
Region 4,Zone 07,11137,TestDrive,Passenger,SL-Class,BAD,WHITE,15/12/2021,5/1/2022,5/1/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11136,TestDrive,Passenger,CS-Class,BAA,BLACK,2/2/2022,3/3/2022,3/3/2022,Cash,"3,000,000.00"
Region 6,Zone 11,14107,Website,Car,CL500,HAB,GREY,18/12/2021,4/4/2022,4/4/2022,Installment,"5,000,000.00"
Region 6,Zone 11,14123,Website,Passenger,SL-Class,BAA,BLACK,25/12/2021,28/12/2021,28/12/2021,Cash,"4,100,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAC,GREY,23/12/2021,29/12/2021,30/12/2021,Installment,"4,100,000.00"
Region 1,Zone 02,10140,TestDrive,Car,CL500,HAC,GREY,28/3/2022,27/4/2022,27/4/2022,Cash,"5,000,000.00"
Region 6,Zone 13,13123,Chat,Car,CLK Coupe,HAA,WHITE,23/6/2022,,,Installment,
Region 4,Zone 07,11106,TestDrive,Passenger,SL-Class,BAB,SILVER,26/2/2022,,,Installment,
Region 2,Zone 04,14111,TestDrive,Passenger,SL-Class,BAC,BLACK,9/10/2022,,,Cash,
Region 1,Zone 02,10116,TestDrive,Passenger,SL-Class,BAC,GREY,22/12/2021,22/1/2022,24/1/2022,Installment,"4,100,000.00"
Region 1,Zone 02,16145,TestDrive,Passenger,SL-Class,BAB,WHITE,31/10/2022,31/10/2022,,Installment,"4,100,000.00"
Region 4,Zone 08,13129,TestDrive,Car,CL500,HAA,WHITE,15/12/2021,11/1/2022,11/1/2022,Installment,"5,000,000.00"
Region 1,Zone 02,16145,TestDrive,Passenger,SL-Class,BAB,GREY,15/12/2021,19/2/2022,24/2/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11126,Chat,Passenger,SE-Class,BAA,GREY,7/1/2022,26/2/2022,26/2/2022,Cash,"2,500,000.00"
Region 4,Zone 07,11126,Line,Passenger,SE-Class,BAA,GREY,7/1/2022,26/2/2022,26/2/2022,Installment,"2,500,000.00"
Region 2,Zone 04,10158,TestDrive,Car,CL500,HAB,BLACK,15/12/2021,7/2/2022,7/2/2022,Installment,"5,000,000.00"
Region 1,Zone 01,16133,TestDrive,Passenger,SL-Class,BAC,GREY,14/2/2022,,,Cash,
Region 6,Zone 13,13123,Chat,Passenger,SL-Class,BAC,WHITE,22/8/2022,,,Installment,
Region 2,Zone 04,10162,Website,Car,CLK Coupe,TAA,GREY,18/12/2021,24/12/2021,27/12/2021,Installment,"5,500,000.00"
Region 6,Zone 13,13112,TestDrive,Passenger,CS-Class,BAC,BLACK,11/4/2022,11/4/2022,12/4/2022,Cash,"3,000,000.00"
Region 5,Zone 09,12140,Website,Passenger,SL-Class,BAD,WHITE,21/12/2021,15/1/2022,17/1/2022,Installment,"4,100,000.00"
Region 1,Zone 01,10111,TestDrive,Passenger,CS-Class,BAB,GREY,5/4/2022,20/5/2022,21/5/2022,Installment,"3,000,000.00"
Region 4,Zone 08,13118,TestDrive,Passenger,SL-Class,BAB,WHITE,29/12/2021,25/2/2022,25/2/2022,Installment,"4,100,000.00"
Region 1,Zone 01,16133,TestDrive,Car,CL500,HAC,WHITE,16/12/2021,15/2/2022,15/2/2022,Cash,"5,000,000.00"
Region 4,Zone 08,16139,Website,Passenger,SL-Class,BAC,GREY,11/3/2022,14/3/2022,14/3/2022,Cash,"4,100,000.00"
Region 6,Zone 12,13143,TestDrive,Car,CL500,HAB,WHITE,16/12/2021,,,Installment,
Region 6,Zone 11,14120,Website,Passenger,SL-Class,BAC,WHITE,20/1/2022,20/1/2022,20/1/2022,Installment,"4,100,000.00"
Region 6,Zone 12,13143,TestDrive,Passenger,SL-Class,BAC,WHITE,28/12/2021,19/1/2022,20/1/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14116,Chat,Passenger,SL-Class,BAB,GREY,26/4/2022,25/7/2022,29/7/2022,Installment,"4,100,000.00"
Region 1,Zone 02,10140,TestDrive,Car,CLK Coupe,TAB,WHITE,21/12/2021,24/12/2021,26/12/2021,Cash,"5,500,000.00"
Region 1,Zone 01,16133,TestDrive,Car,CL500,HAA,WHITE,15/12/2021,17/1/2022,17/1/2022,Installment,"5,000,000.00"
Region 2,Zone 04,10165,TestDrive,Car,CLK Coupe,TAB,WHITE,21/12/2021,24/12/2021,26/12/2021,Installment,"5,500,000.00"
Region 2,Zone 03,10,TestDrive,Car,CL500,HAC,GREY,15/12/2021,8/6/2022,8/6/2022,Installment,"5,000,000.00"
Region 5,Zone 09,12118,Website,Passenger,SL-Class,BAB,WHITE,27/12/2021,27/12/2021,27/12/2021,Installment,"4,100,000.00"
Region 3,Zone 05,10146,Chat,Car,CLK Coupe,TAC,GREY,6/1/2022,30/3/2022,2/4/2022,Cash,"5,500,000.00"
Region 4,Zone 07,11120,Chat,Car,CL500,HAA,WHITE,16/12/2021,28/12/2021,28/12/2021,Installment,"5,000,000.00"
Region 3,Zone 05,10146,TestDrive,Car,CLK Coupe,TAC,GREY,6/1/2022,30/3/2022,2/4/2022,Installment,"5,500,000.00"
Region 2,Zone 03,10,Chat,Car,CL500,HAC,WHITE,13/1/2022,29/7/2022,29/7/2022,Installment,"5,000,000.00"
Region 2,Zone 03,20106,Chat,Passenger,SL-Class,BAA,WHITE,19/12/2021,23/1/2022,29/1/2022,Installment,"4,100,000.00"
Region 2,Zone 04,10158,Chat,Passenger,SL-Class,BAA,WHITE,19/12/2021,23/1/2022,29/1/2022,Cash,"4,100,000.00"
Region 3,Zone 05,10102,Chat,Passenger,SL-Class,BAA,WHITE,19/12/2021,23/1/2022,29/1/2022,Cash,"4,100,000.00"
Region 1,Zone 01,10127,Chat,Passenger,SL-Class,BAA,WHITE,19/12/2021,23/1/2022,29/1/2022,Installment,"4,100,000.00"
Region 6,Zone 13,13130,Chat,Passenger,SL-Class,BAD,WHITE,23/3/2022,26/3/2022,26/3/2022,Cash,"4,100,000.00"
Region 3,Zone 05,10167,TestDrive,Car,CL500,HAB,WHITE,14/1/2022,23/2/2022,28/2/2022,Cash,"5,000,000.00"
Region 2,Zone 04,14129,Chat,Passenger,SL-Class,BAA,WHITE,19/12/2021,23/1/2022,29/1/2022,Installment,"4,100,000.00"
Region 3,Zone 05,14112,Chat,Passenger,SL-Class,BAA,WHITE,19/12/2021,23/1/2022,29/1/2022,Installment,"4,100,000.00"
Region 2,Zone 04,14129,Chat,Passenger,SL-Class,BAA,WHITE,19/12/2021,23/1/2022,29/1/2022,Installment,"4,100,000.00"
Region 1,Zone 02,20109,Chat,Passenger,SL-Class,BAA,WHITE,19/12/2021,23/1/2022,29/1/2022,Cash,"4,100,000.00"
Region 6,Zone 12,13143,TestDrive,Car,CL500,HAC,BLACK,21/12/2021,29/1/2022,29/1/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10130,Website,Car,CLK Coupe,TAC,WHITE,5/1/2022,5/5/2022,6/5/2022,Cash,"5,500,000.00"
Region 4,Zone 07,11132,TestDrive,Passenger,SL-Class,BAB,GREY,21/2/2022,24/2/2022,24/2/2022,Installment,"4,100,000.00"
Region 5,Zone 10,12112,TestDrive,Passenger,SL-Class,BAC,GREY,31/1/2022,2/2/2022,2/2/2022,Installment,"4,100,000.00"
Region 3,Zone 05,20112,Chat,Car,CL500,HAA,GREY,24/12/2021,28/1/2022,28/1/2022,Cash,"5,000,000.00"
Region 2,Zone 04,10161,TestDrive,Passenger,SL-Class,BAC,BLACK,11/1/2022,17/3/2022,18/3/2022,Installment,"4,100,000.00"
Region 6,Zone 12,13132,Chat,Car,CLK Coupe,TAB,BLACK,4/3/2022,11/3/2022,14/3/2022,Cash,"5,500,000.00"
Region 1,Zone 02,10118,TestDrive,Passenger,SL-Class,BAD,GREY,21/12/2021,26/12/2021,26/12/2021,Installment,"4,100,000.00"
Region 1,Zone 02,10118,e-Quotation,Passenger,SL-Class,BAB,GREY,23/12/2021,26/2/2022,26/2/2022,Installment,"4,100,000.00"
Region 6,Zone 13,13120,Website,Passenger,SL-Class,BAC,GREY,1/6/2022,1/6/2022,6/6/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14116,Chat,Passenger,SL-Class,BAC,WHITE,29/12/2021,19/2/2022,19/2/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10140,TestDrive,Car,CL500,HAA,WHITE,25/7/2022,,,Cash,
Region 1,Zone 02,10140,TestDrive,Car,CL500,HAA,WHITE,25/7/2022,,,Installment,
Region 1,Zone 02,10140,TestDrive,Passenger,SL-Class,BAC,RED,30/9/2022,30/9/2022,,Cash,"4,100,000.00"
Region 4,Zone 07,11119,TestDrive,Passenger,SL-Class,BAC,WHITE,18/12/2021,30/12/2021,30/12/2021,Cash,"4,100,000.00"
Region 4,Zone 07,11119,TestDrive,Passenger,SL-Class,BAC,WHITE,18/12/2021,30/12/2021,30/12/2021,Installment,"4,100,000.00"
Region 5,Zone 10,12120,Website,Car,CL500,HAB,WHITE,22/1/2022,29/1/2022,4/2/2022,Installment,"5,000,000.00"
Region 6,Zone 13,13140,Chat,Passenger,SL-Class,BAD,WHITE,23/3/2022,26/3/2022,26/3/2022,Cash,"4,100,000.00"
Region 1,Zone 02,16145,TestDrive,Car,CL500,HAA,WHITE,9/4/2022,17/5/2022,18/5/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11105,TestDrive,Car,CL500,HAC,WHITE,16/12/2021,18/3/2022,18/3/2022,Cash,"5,000,000.00"
Region 3,Zone 05,16117,TestDrive,Passenger,SL-Class,BAD,RED,25/12/2021,28/12/2021,28/12/2021,Cash,"4,100,000.00"
Region 5,Zone 09,12125,TestDrive,Car,CLK Coupe,TAC,BLACK,6/5/2022,11/5/2022,18/5/2022,Installment,"5,500,000.00"
Region 6,Zone 12,13143,TestDrive,Passenger,E-Class,HAB,WHITE,7/1/2022,8/2/2022,10/2/2022,Installment,"4,500,000.00"
Region 4,Zone 07,11125,TestDrive,Car,CL500,HAC,WHITE,31/1/2022,31/1/2022,9/2/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11125,TestDrive,Car,CL500,HAC,WHITE,19/12/2021,7/4/2022,7/4/2022,Cash,"5,000,000.00"
Region 2,Zone 04,10164,Website,Passenger,SL-Class,BAD,WHITE,9/3/2022,11/3/2022,15/3/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12116,TestDrive,Passenger,SL-Class,BAC,WHITE,16/12/2021,27/12/2021,27/12/2021,Installment,"4,100,000.00"
Region 6,Zone 13,13112,TestDrive,Passenger,SL-Class,BAD,BLACK,20/12/2021,24/1/2022,10/2/2022,Cash,"4,100,000.00"
Region 1,Zone 01,10129,TestDrive,Passenger,SL-Class,BAC,GREY,18/9/2022,26/9/2022,26/9/2022,Installment,"4,100,000.00"
Region 1,Zone 01,10129,TestDrive,Car,CL500,HAB,WHITE,30/7/2022,4/10/2022,4/10/2022,Cash,"5,000,000.00"
Region 2,Zone 04,14128,TestDrive,Car,CL500,HAB,GREY,30/12/2021,26/2/2022,27/2/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11110,TestDrive,Car,CL500,HAB,GREY,16/12/2021,23/3/2022,29/3/2022,Cash,"5,000,000.00"
Region 1,Zone 01,10166,TestDrive,Car,CL500,HAC,WHITE,18/12/2021,12/2/2022,14/2/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11133,TestDrive,Car,CLK Coupe,HAB,BLACK,29/6/2022,30/6/2022,30/6/2022,Cash,"5,500,000.00"
Region 4,Zone 08,16101,e-Quotation,Car,CLK Coupe,TAB,WHITE,30/12/2021,5/2/2022,8/2/2022,Installment,"5,500,000.00"
Region 5,Zone 10,12121,TestDrive,Passenger,SL-Class,BAB,WHITE,21/12/2021,27/12/2021,29/12/2021,Installment,"4,100,000.00"
Region 3,Zone 05,10146,Chat,Passenger,SL-Class,BAC,BLACK,17/12/2021,24/12/2021,27/12/2021,Installment,"4,100,000.00"
Region 3,Zone 06,10143,TestDrive,Passenger,SL-Class,BAA,WHITE,10/1/2022,14/1/2022,14/1/2022,Installment,"4,100,000.00"
Region 6,Zone 13,13127,TestDrive,Car,CL500,HAB,WHITE,14/7/2022,,,Installment,
Region 3,Zone 06,10149,TestDrive,Car,CL500,HAC,RED-BLACK,28/12/2021,16/1/2022,16/1/2022,Cash,"5,000,000.00"
Region 2,Zone 04,10160,TestDrive,Passenger,SL-Class,BAC,GREY,22/1/2022,24/5/2022,1/6/2022,Installment,"4,100,000.00"
Region 5,Zone 10,12121,TestDrive,Car,CL500,HAA,WHITE,28/2/2022,28/2/2022,19/4/2022,Installment,"5,000,000.00"
Region 2,Zone 04,10160,TestDrive,Passenger,SL-Class,BAC,GREY,22/1/2022,24/5/2022,1/6/2022,Cash,"4,100,000.00"
Region 3,Zone 05,10137,Chat,Passenger,SL-Class,BAC,GREY,10/1/2022,11/1/2022,11/1/2022,Cash,"4,100,000.00"
Region 2,Zone 04,14130,TestDrive,Passenger,SL-Class,BAB,GREY,16/7/2022,25/10/2022,28/10/2022,Cash,"4,100,000.00"
Region 2,Zone 04,14130,Chat,Passenger,SL-Class,BAC,WHITE,25/2/2022,2/3/2022,5/3/2022,Cash,"4,100,000.00"
Region 4,Zone 08,13129,TestDrive,Passenger,C-Class,TAA,BLACK,9/1/2022,30/4/2022,30/4/2022,Cash,"6,000,000.00"
Region 4,Zone 07,11127,Chat,Passenger,SL-Class,BAB,WHITE,20/12/2021,17/2/2022,17/2/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16130,TestDrive,Car,M-Class,BAD,GREY,17/12/2021,27/12/2021,4/1/2022,Cash,"7,500,000.00"
Region 1,Zone 02,10140,TestDrive,Passenger,SL-Class,BAC,SILVER,13/8/2022,28/8/2022,28/8/2022,Cash,"4,100,000.00"
Region 5,Zone 09,12118,TestDrive,Car,CL500,HAC,GREY,11/1/2022,17/1/2022,17/1/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10122,TestDrive,Car,CL500,HAC,WHITE,28/12/2021,,,Installment,
Region 6,Zone 13,13116,TestDrive,Car,CLK Coupe,TAC,GREY,15/6/2022,30/6/2022,30/6/2022,Installment,"5,500,000.00"
Region 5,Zone 10,12142,TestDrive,Car,CL500,HAC,WHITE,21/5/2022,2/6/2022,2/6/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11137,TestDrive,Car,CL500,HAB,GREY,20/12/2021,19/7/2022,19/7/2022,Installment,"5,000,000.00"
Region 4,Zone 08,16110,TestDrive,Car,CL500,HAC,WHITE,11/2/2022,19/2/2022,19/2/2022,Installment,"5,000,000.00"
Region 3,Zone 05,20104,TestDrive,Passenger,SL-Class,BAB,WHITE,16/12/2021,28/12/2021,28/12/2021,Installment,"4,100,000.00"
Region 6,Zone 12,13143,TestDrive,Car,CL500,HAC,WHITE,10/3/2022,12/3/2022,12/3/2022,Installment,"5,000,000.00"
Region 3,Zone 05,20104,TestDrive,Passenger,SL-Class,BAB,GREY,12/1/2022,22/2/2022,22/2/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11123,TestDrive,Car,CL500,HAB,GREY,17/12/2021,31/1/2022,8/3/2022,Installment,"5,000,000.00"
Region 1,Zone 02,16145,TestDrive,Passenger,CS-Class,BAA,BLACK,16/12/2021,27/12/2021,4/1/2022,Installment,"3,000,000.00"
Region 6,Zone 13,13116,TestDrive,Car,CL500,HAC,RED-BLACK,18/12/2021,27/1/2022,28/1/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14120,Website,Car,CL500,HAA,WHITE,30/7/2022,,,Installment,
Region 4,Zone 07,11104,TestDrive,Passenger,SL-Class,BAC,SILVER,2/6/2022,7/6/2022,7/6/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11125,TestDrive,Car,CL500,HAC,WHITE,17/12/2021,31/3/2022,9/4/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11106,TestDrive,Passenger,SL-Class,BAB,SILVER,26/2/2022,,,Cash,
Region 4,Zone 07,11103,TestDrive,Passenger,SL-Class,BAC,GREY,21/12/2021,3/1/2022,3/1/2022,Cash,"4,100,000.00"
Region 4,Zone 07,11125,TestDrive,Car,CL500,HAC,WHITE,17/12/2021,31/3/2022,9/4/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14123,TestDrive,Car,CL500,HAC,RED-BLACK,8/1/2022,24/2/2022,24/2/2022,Installment,"5,000,000.00"
Region 6,Zone 11,14116,TestDrive,Car,CL500,HAC,RED-BLACK,8/1/2022,24/2/2022,24/2/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11104,TestDrive,Passenger,SL-Class,BAC,WHITE,31/1/2022,5/2/2022,5/2/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11104,TestDrive,Car,CL500,HAC,GREY,17/12/2021,10/2/2022,10/2/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14107,TestDrive,Car,CL500,HAC,RED-BLACK,8/1/2022,24/2/2022,24/2/2022,Installment,"5,000,000.00"
Region 6,Zone 12,13143,TestDrive,Passenger,SL-Class,BAA,GREY,18/12/2021,26/1/2022,27/1/2022,Cash,"4,100,000.00"
Region 4,Zone 08,16126,TestDrive,Passenger,SL-Class,BAC,GREY,29/12/2021,25/3/2022,28/3/2022,Cash,"4,100,000.00"
Region 3,Zone 05,16117,TestDrive,Car,CL500,HAC,GREY,24/12/2021,10/2/2022,10/2/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14109,TestDrive,Car,M-Class,BAD,WHITE,18/12/2021,24/12/2021,24/12/2021,Installment,"7,500,000.00"
Region 5,Zone 09,12103,Website,Passenger,SE-Class,BAD,BLACK,12/1/2022,7/2/2022,7/2/2022,Cash,"2,500,000.00"
Region 3,Zone 05,10137,Chat,Car,M-Class,BAD,GREY,17/12/2021,13/1/2022,18/1/2022,Cash,"7,500,000.00"
Region 1,Zone 02,10131,TestDrive,Car,M-Class,BAD,BLACK,27/12/2021,28/1/2022,28/1/2022,Cash,"7,500,000.00"
Region 4,Zone 07,11115,Chat,Car,CL500,HAC,GREY,21/1/2022,,,Installment,
Region 6,Zone 12,13135,TestDrive,Passenger,C-Class,TAA,WHITE,27/4/2022,30/4/2022,11/5/2022,Cash,"6,000,000.00"
Region 6,Zone 11,14104,TestDrive,Car,CL500,HAB,WHITE,31/1/2022,31/1/2022,31/1/2022,Installment,"5,000,000.00"
Region 5,Zone 10,12137,TestDrive,Passenger,SL-Class,BAB,SILVER,26/5/2022,3/6/2022,4/6/2022,Cash,"4,100,000.00"
Region 2,Zone 04,10160,Chat,Car,CL500,HAA,WHITE,27/12/2021,8/2/2022,10/2/2022,Cash,"5,000,000.00"
Region 3,Zone 06,10115,TestDrive,Car,CLK Coupe,TAA,GREY,18/12/2021,27/12/2021,28/12/2021,Installment,"5,500,000.00"
Region 2,Zone 04,10160,Website,Passenger,SL-Class,BAD,RED,3/6/2022,29/6/2022,1/7/2022,Cash,"4,100,000.00"
Region 3,Zone 05,10146,Chat,Car,CL500,HAA,WHITE,22/12/2021,10/2/2022,16/2/2022,Cash,"5,000,000.00"
Region 3,Zone 06,14103,TestDrive,Car,CL500,HAC,GREY,19/12/2021,27/5/2022,28/5/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11136,Website,Car,CL500,HAA,BLACK,20/12/2021,,,Cash,
Region 2,Zone 03,10122,Chat,Passenger,SL-Class,BAC,GREY,27/12/2021,9/1/2022,9/1/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10,Chat,Passenger,SL-Class,BAC,GREY,27/12/2021,9/1/2022,9/1/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14125,Chat,Passenger,SL-Class,BAC,BLACK,1/8/2022,,,Cash,
Region 3,Zone 05,20104,Chat,Passenger,SL-Class,BAC,GREY,27/12/2021,9/1/2022,9/1/2022,Cash,"4,100,000.00"
Region 3,Zone 05,20101,Website,Car,CLK Coupe,HAB,GREY,15/6/2022,21/7/2022,21/7/2022,Installment,"5,500,000.00"
Region 2,Zone 04,10160,TestDrive,Passenger,SL-Class,BAC,GREY,22/1/2022,24/5/2022,1/6/2022,Installment,"4,100,000.00"
Region 6,Zone 13,13120,TestDrive,Car,CL500,HAB,WHITE,3/1/2022,30/3/2022,30/3/2022,Cash,"5,000,000.00"
Region 4,Zone 08,16140,Chat,Passenger,SL-Class,BAB,WHITE,5/1/2022,11/1/2022,11/1/2022,Installment,"4,100,000.00"
Region 4,Zone 08,16140,Chat,Passenger,SL-Class,BAB,WHITE,5/1/2022,11/1/2022,11/1/2022,Installment,"4,100,000.00"
Region 3,Zone 05,10137,Website,Passenger,SL-Class,BAB,GREY,20/12/2021,16/2/2022,16/2/2022,Cash,"4,100,000.00"
Region 4,Zone 08,16115,TestDrive,Car,CL500,HAC,GREY,29/12/2021,29/4/2022,8/5/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11114,Chat,Car,CL500,HAB,WHITE,30/12/2021,31/1/2022,7/2/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11106,Chat,Car,CL500,HAB,WHITE,30/12/2021,31/1/2022,7/2/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10120,TestDrive,Passenger,SL-Class,BAC,GREY,17/12/2021,27/12/2021,27/12/2021,Installment,"4,100,000.00"
Region 2,Zone 03,10120,Chat,Passenger,SL-Class,BAC,GREY,17/12/2021,27/12/2021,27/12/2021,Installment,"4,100,000.00"
Region 4,Zone 07,11110,TestDrive,Car,CL500,HAA,BLACK,17/12/2021,29/1/2022,29/1/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14119,TestDrive,Passenger,SL-Class,BAD,WHITE,17/12/2021,17/12/2021,22/12/2021,Cash,"4,100,000.00"
Region 1,Zone 02,20109,TestDrive,Passenger,SL-Class,BAA,GREY,19/12/2021,30/12/2021,30/12/2021,Cash,"4,100,000.00"
Region 3,Zone 06,20110,TestDrive,Passenger,SL-Class,BAA,GREY,30/9/2022,30/9/2022,,Installment,"4,100,000.00"
Region 2,Zone 04,10158,TestDrive,Passenger,E-Class,HAB,WHITE,13/6/2022,15/9/2022,15/9/2022,Cash,"4,500,000.00"
Region 2,Zone 04,10158,TestDrive,Passenger,SL-Class,BAB,GREY,29/12/2021,,,Installment,
Region 2,Zone 04,10158,TestDrive,Car,CL500,HAA,GREY,11/3/2022,4/4/2022,4/4/2022,Installment,"5,000,000.00"
Region 6,Zone 13,13116,Chat,Passenger,SL-Class,BAB,GREY,20/12/2021,16/2/2022,16/2/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10140,TestDrive,Car,CL500,HAB,WHITE,13/1/2022,15/1/2022,15/1/2022,Installment,"5,000,000.00"
Region 1,Zone 01,16133,TestDrive,Passenger,SL-Class,BAC,GREY,14/2/2022,,,Installment,
